"state","fips","county","latitude","longitude","I0","R0","A0","S0"
"NM",35057,"Torrance",34.634644,-105.84683,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35059,"Union",36.488085,-103.47572,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35061,"Valencia",34.71684,-106.80658,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NY",36001,"Albany",42.588271,-73.974014,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36003,"Allegany",42.247894,-78.026176,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36005,"Bronx [10]",40.848711,-73.852939,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36007,"Broome",42.161977,-75.830291,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36009,"Cattaraugus",42.244853,-78.681006,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36011,"Cayuga",43.008546,-76.574587,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36013,"Chautauqua",42.304216,-79.407595,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36015,"Chemung",42.155281,-76.747179,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36017,"Chenango",42.489732,-75.604905,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36019,"Clinton",44.75271,-73.705648,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36021,"Columbia",42.247729,-73.626805,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36023,"Cortland",42.593824,-76.076265,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36025,"Delaware",42.193987,-74.966728,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36027,"Dutchess",41.755009,-73.739951,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36029,"Erie",42.752759,-78.778192,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
"NY",36031,"Essex",44.108971,-73.777573,0.0135084183368642,0.00284855625390246,0.196912418920949,0.786278784514587
